id,command,category,description,example_output,man_reference
cmd-332,lscpu -b,System Info,Displays CPU information in a parseable format.,"Architecture:x86_64
CPU(s):4",https://man7.org/linux/man-pages/man1/lscpu.1.html
cmd-333,chcon -t httpd_sys_content_t /var/www,Permissions,Sets SELinux context for /var/www to httpd_sys_content_t.,[No output if successful],https://man7.org/linux/man-pages/man1/chcon.1.html
cmd-334,setsebool -P httpd_enable_homedirs on,Permissions,Enables the SELinux boolean httpd_enable_homedirs persistently.,[No output if successful],https://man7.org/linux/man-pages/man8/setsebool.8.html
cmd-335,chattr -i file.txt,File Management,Removes the immutable attribute from file.txt.,[No output if successful],https://man7.org/linux/man-pages/man1/chattr.1.html
cmd-336,install -m 755 script.sh /usr/local/bin,File Management,Copies script.sh to /usr/local/bin with 755 permissions.,[No output if successful],https://man7.org/linux/man-pages/man1/install.1.html
cmd-337,arping 192.168.1.1,Networking,Sends ARP requests to 192.168.1.1 to resolve MAC address.,"ARPING 192.168.1.1
60 bytes from 00:14:22:01:23:45 (192.168.1.1): index=0 time=0.123 ms",https://man7.org/linux/man-pages/man8/arping.8.html
cmd-338,ip neighbor show,Networking,Displays the ARP table with neighbor entries.,192.168.1.1 dev eth0 lladdr 00:14:22:01:23:45 REACHABLE,https://man7.org/linux/man-pages/man8/ip.8.html
cmd-339,atq,Process,Lists pending jobs scheduled with at.,1 Wed May 21 12:02:00 2025 a user,https://man7.org/linux/man-pages/man1/atq.1.html
cmd-340,bg %1,Process,Resumes job 1 in the background.,[1]+ command &,https://man7.org/linux/man-pages/man1/bg.1.html
cmd-341,nano +10 config.conf,Editor,Opens config.conf in Nano at line 10.,[Interactive editor interface],https://man7.org/linux/man-pages/man1/nano.1.html
cmd-342,vim -u NONE file.txt,Editor,Opens file.txt in Vim without loading any configuration.,[Interactive editor interface],https://man7.org/linux/man-pages/man1/vim.1.html
cmd-343,emacs --batch -l script.el,Editor,Runs Emacs in batch mode to execute script.el.,[Output of script.el],https://man7.org/linux/man-pages/man1/emacs.1.html
cmd-344,wc -w file.txt,Viewing,Counts the number of words in file.txt.,50 file.txt,https://man7.org/linux/man-pages/man1/wc.1.html
cmd-345,wc -c file.txt,Viewing,Counts the number of bytes in file.txt.,1024 file.txt,https://man7.org/linux/man-pages/man1/wc.1.html
cmd-346,paste file1.txt file2.txt,Viewing,Merges lines of file1.txt and file2.txt side by side.,"line1	lineA
line2	lineB",https://man7.org/linux/man-pages/man1/paste.1.html
cmd-347,join file1.txt file2.txt,Viewing,Joins lines of two sorted files on a common field.,"1 field1 fieldA
2 field2 fieldB",https://man7.org/linux/man-pages/man1/join.1.html
cmd-348,"lsblk -o NAME,SIZE,TYPE",System Info,"Lists block devices with name, size, and type columns.","NAME SIZE TYPE
sda 100G disk
└─sda1 100G part",https://man7.org/linux/man-pages/man8/lsblk.8.html
cmd-349,who -H,User Management,Lists logged-in users with column headers.,"NAME LINE TIME HOST
user pts/0 2025-05-21 11:02 192.168.1.100",https://man7.org/linux/man-pages/man1/who.1.html
cmd-350,timeout 10s command,Process,Runs command with a 10-second timeout.,[Output of command or timeout error],https://man7.org/linux/man-pages/man1/timeout.1.html
cmd-351,pushd +2,Navigation,Rotates the directory stack to make the third entry the current directory.,~/dir3 ~/dir1 ~/dir2,https://man7.org/linux/man-pages/man1/pushd.1.html
cmd-352,dirs -c,Navigation,Clears the directory stack.,"[No output, stack cleared]",https://man7.org/linux/man-pages/man1/dirs.1.html
cmd-353,cd -P /path/to/symlink,Navigation,Changes to the physical directory resolved from /path/to/symlink.,"[No output, changes directory]",https://man7.org/linux/man-pages/man1/cd.1.html
cmd-354,findmnt -t ext4,System Info,Lists mounted ext4 filesystems with details.,"TARGET SOURCE FSTYPE OPTIONS
/ /dev/sda1 ext4 rw,relatime",https://man7.org/linux/man-pages/man8/findmnt.8.html
cmd-355,lsns,System Info,"Lists Linux namespaces (e.g., PID, network, user).","NS TYPE NPROCS PID USER COMMAND
4026531835 cgroup 10 1 root systemd",https://man7.org/linux/man-pages/man8/lsns.8.html
cmd-356,sysctl -a,System Info,Displays all kernel parameters and their values.,"kernel.pid_max = 32768
net.ipv4.ip_forward = 0",https://man7.org/linux/man-pages/man8/sysctl.8.html
cmd-357,auditctl -l,System Info,Lists current audit rules for system monitoring.,-w /etc/passwd -p wa -k passwd_changes,https://man7.org/linux/man-pages/man8/auditctl.8.html
cmd-358,ausearch -m LOGIN,System Info,Searches audit logs for login-related events.,type=LOGIN msg=audit(1621617720.123:456): pid=1234 uid=0 auid=1000 ses=1,https://man7.org/linux/man-pages/man8/ausearch.8.html
cmd-359,blkid -o list,System Info,Lists block devices with UUIDs and filesystem types.,"device fs_type label mount point UUID
/dev/sda1 ext4 / 1234-5678-90ab-cdef",https://man7.org/linux/man-pages/man8/blkid.8.html
cmd-360,iotop -o,System Info,"Displays I/O usage by processes, showing only active ones.","TID PRIO USER DISK READ DISK WRITE SWAPIN IO COMMAND
1234 be/4 user 100.00 K/s 200.00 K/s 0.00 % nginx",https://man7.org/linux/man-pages/man8/iotop.8.html
cmd-361,setfacl -R -m u:user:rx /data,Permissions,Recursively grants user read and execute permissions on /data using ACL.,[No output if successful],https://man7.org/linux/man-pages/man1/setfacl.1.html
cmd-362,setfacl -x u:user file.txt,Permissions,Removes ACL entries for user from file.txt.,[No output if successful],https://man7.org/linux/man-pages/man1/setfacl.1.html
cmd-363,chcon -R -t user_home_t /home/user,Permissions,Recursively sets SELinux context for /home/user to user_home_t.,[No output if successful],https://man7.org/linux/man-pages/man1/chcon.1.html
cmd-364,semanage user -l,Permissions,Lists SELinux user mappings.,"SELinux User MLS/MCS Range Service
unconfined_u s0-s0:c0.c1023 *",https://man7.org/linux/man-pages/man8/semanage.8.html
cmd-365,getfattr -d file.txt,Permissions,Displays extended attributes for file.txt.,"security.selinux=""system_u:object_r:user_home_t:s0""",https://man7.org/linux/man-pages/man1/getfattr.1.html
cmd-366,setfattr -n user.comment -v 'Test' file.txt,Permissions,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.,[No output if successful],https://man7.org/linux/man-pages/man1/setfattr.1.html
cmd-367,chattr +a file.txt,File Management,"Sets the append-only attribute on file.txt, allowing only appending.",[No output if successful],https://man7.org/linux/man-pages/man1/chattr.1.html
cmd-368,dump -f backup.tar /dev/sda1,File Management,Backs up the /dev/sda1 filesystem to backup.tar.,DUMP: Date of this level 0 dump: Wed May 21 11:02:00 2025,https://man7.org/linux/man-pages/man8/dump.8.html
cmd-369,restore -rf backup.tar,File Management,Restores the filesystem from backup.tar.,restore: ./: restoring inode 1234,https://man7.org/linux/man-pages/man8/restore.8.html
cmd-370,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,File Management,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.,[No output if successful],https://man7.org/linux/man-pages/man8/xfs_quota.8.html
cmd-371,tar --acls --xattrs -cpf backup.tar /data,File Management,"Creates a tar archive of /data, preserving ACLs and extended attributes.",[No output if successful],https://man7.org/linux/man-pages/man1/tar.1.html
cmd-372,dd if=/dev/zero of=file.img bs=1M count=100,File Management,Creates a 100MB file.img filled with zeros.,"100+0 records in
100+0 records out
104857600 bytes copied",https://man7.org/linux/man-pages/man1/dd.1.html
cmd-373,zcmp file1.gz file2.gz,Viewing,Compares two compressed files without decompressing.,"[No output if identical, diff-like output if different]",https://man7.org/linux/man-pages/man1/zcmp.1.html
cmd-374,zdiff file1.gz file2.gz,Viewing,Shows differences between two compressed files.,"1c1
< Line 1
> Line A",https://man7.org/linux/man-pages/man1/zdiff.1.html
cmd-375,xxd -r -p hexdump.txt file.bin,Viewing,Converts a hexdump in hexdump.txt back to binary file.bin.,"[No output, creates file.bin]",https://man7.org/linux/man-pages/man1/xxd.1.html
cmd-376,base64 file.bin,Viewing,Encodes file.bin to base64 and outputs to stdout.,SGVsbG8K,https://man7.org/linux/man-pages/man1/base64.1.html
cmd-377,base64 -d encoded.txt,Viewing,Decodes base64 content from encoded.txt to stdout.,[Decoded binary or text],https://man7.org/linux/man-pages/man1/base64.1.html
cmd-378,od -t x4 file.bin,Viewing,"Dumps file.bin in hexadecimal format, 4 bytes per group.","0000000 6c6c6548 00000a6f
0000010",https://man7.org/linux/man-pages/man1/od.1.html
cmd-379,zmore logfile.gz,Viewing,"Views compressed logfile.gz with pagination, similar to more.",[Interactive display of compressed file],https://man7.org/linux/man-pages/man1/zmore.1.html
cmd-380,tcpdump -i eth0 port 80,Networking,Captures HTTP traffic on port 80 via eth0.,11:02:00.123456 IP 192.168.1.100.12345 > 93.184.216.34.80: tcp 0,https://man7.org/linux/man-pages/man8/tcpdump.8.html
cmd-381,nft list ruleset,Networking,Displays all active nftables firewall rules.,"table inet filter {
chain input {
type filter hook input priority 0; policy accept;
}
}",https://man7.org/linux/man-pages/man8/nft.8.html
cmd-382,iptraf-ng -i eth0,Networking,Monitors network traffic on eth0 interactively.,[Interactive traffic monitor interface],https://man7.org/linux/man-pages/man8/iptraf-ng.8.html
cmd-383,hping3 -S 192.168.1.1,Networking,Sends TCP SYN packets to 192.168.1.1 for network probing.,Hping 192.168.1.1: 64 bytes from 192.168.1.1: flags=SA seq=0 ttl=64,https://man7.org/linux/man-pages/man8/hping3.8.html
cmd-384,netcat -zv 192.168.1.1 22,Networking,Scans port 22 on 192.168.1.1 for connectivity.,192.168.1.1 22 (ssh) open,https://man7.org/linux/man-pages/man1/nc.1.html
cmd-385,ipset create myset hash:ip,Networking,Creates an IP set named myset for firewall rules.,[No output if successful],https://man7.org/linux/man-pages/man8/ipset.8.html
cmd-386,tshark -i eth0 -c 10,Networking,Captures 10 packets on eth0 using Wireshark's terminal interface.,1 0.000000 192.168.1.100 → 8.8.8.8 ICMP Echo (ping) request,https://man7.org/linux/man-pages/man1/tshark.1.html
cmd-387,pwgen -s 16 1,User Management,Generates one secure 16-character random password.,X7pL9qW3zT2mY8nR,https://man7.org/linux/man-pages/man1/pwgen.1.html
cmd-388,addgroup --gid 2000 newgroup,User Management,Creates a group named newgroup with GID 2000.,[No output if successful],https://man7.org/linux/man-pages/man8/addgroup.8.html
cmd-389,usermod -e 2025-12-31 user,User Management,"Sets the account expiration date for user to Dec 31, 2025.",[No output if successful],https://man7.org/linux/man-pages/man8/usermod.8.html
cmd-390,lastlog,User Management,Displays last login information for all users.,"Username Port From Latest
user pts/0 192.168.1.100 Wed May 21 11:02:00 2025",https://man7.org/linux/man-pages/man8/lastlog.8.html
cmd-391,faillog -u user,User Management,Displays failed login attempts for user.,"Username Failures Maximum Latest
user 2 5 Wed May 21 11:02:00 2025 on pts/0",https://man7.org/linux/man-pages/man8/faillog.8.html
cmd-392,crontab -u user -l,Process,Lists cron jobs for user.,* * * * * /script.sh,https://man7.org/linux/man-pages/man1/crontab.1.html
cmd-393,systemctl status nginx,Process,Shows the status of the nginx service.,"● nginx.service - A high performance web server
Active: active (running) since Wed 2025-05-21 11:02:00",https://man7.org/linux/man-pages/man1/systemctl.1.html
cmd-394,pidstat -w 1 3,Process,Reports task switching activity every second for 3 iterations.,"11:02:00 PID cswch/s nvcswch/s Command
11:02:01 1234 10.00 5.00 nginx",https://man7.org/linux/man-pages/man1/pidstat.1.html
cmd-395,lscgroup,Process,Lists control groups in the system.,"cpu,cpuacct:/user.slice/user-1000.slice/session-1.scope",https://man7.org/linux/man-pages/man1/lscgroup.1.html
cmd-396,ionice -c3 command,Process,Runs command with idle I/O priority.,[Output depends on command],https://man7.org/linux/man-pages/man1/ionice.1.html
cmd-397,taskset -cp 0-3 1234,Process,Binds process with PID 1234 to CPUs 0-3.,"pid 1234's current affinity list: 0-7
pid 1234's new affinity list: 0-3",https://man7.org/linux/man-pages/man1/taskset.1.html
cmd-398,journalctl -b,System Info,Displays system logs since the last boot.,May 21 11:02:00 host systemd[1]: Started Session 1 of user user.,https://man7.org/linux/man-pages/man8/journalctl.8.html
cmd-399,parted -l,System Info,Lists partition tables for all disks.,"Model: ATA ST1000DM003 (scsi)
Disk /dev/sda: 1000GB
Partition Table: gpt
Number Start End Size File system Name Flags
1 1049kB 1000GB 1000GB ext4 primary",https://man7.org/linux/man-pages/man8/parted.8.html
cmd-400,apt-file search /usr/bin/nginx,Package Management,Finds which package provides /usr/bin/nginx on Debian-based systems.,nginx: /usr/bin/nginx,https://man7.org/linux/man-pages/man1/apt-file.1.html
cmd-401,yum deplist httpd,Package Management,Lists dependencies for the httpd package on CentOS/RHEL.,"package: httpd
 dependency: apr
 provider: apr-1.6.3-11.el8.x86_64",https://man7.org/linux/man-pages/man8/yum.8.html
cmd-402,dnf module list,Package Management,Lists available modules on Fedora-based systems.,"Name Stream Profiles Summary
python36 3.6 [d] common Python 3.6
nodejs 16 [d] common Node.js 16",https://man7.org/linux/man-pages/man8/dnf.8.html
cmd-403,xxd file.bin,Viewing,Creates a hexadecimal dump of file.bin.,"00000000: 4865 6c6c 6f0a  Hello.
00000006",https://man7.org/linux/man-pages/man1/xxd.1.html
cmd-404,rsync -av /src /dst,File Management,Synchronizes /src to /dst with archive mode and verbose output.,"sending incremental file list
file.txt
sent 1234 bytes received 56 bytes total size 1024",https://man7.org/linux/man-pages/man1/rsync.1.html
cmd-405,debugfs -R 'stat /file.txt' /dev/sda1,File Management,Displays inode details for /file.txt on /dev/sda1 using debugfs.,"Inode: 1234 Type: regular Mode: 0644 Flags: 0x0
Size: 1024",https://man7.org/linux/man-pages/man8/debugfs.8.html
cmd-406,fsck.ext4 -n /dev/sda1,File Management,Checks the ext4 filesystem on /dev/sda1 without making changes.,"e2fsck 1.45.6 (20-Mar-2020)
/dev/sda1: clean, 1234/6553600 files, 5242880/26214400 blocks",https://man7.org/linux/man-pages/man8/fsck.8.html
cmd-407,inotifywait -m /var/log,File Management,Monitors /var/log for filesystem events.,"/var/log/ CREATE syslog
/var/log/ MODIFY syslog",https://man7.org/linux/man-pages/man1/inotifywait.1.html
cmd-408,lsof -p 1234,Process,Lists open files for the process with PID 1234.,"COMMAND PID USER FD TYPE DEVICE SIZE/OFF NODE NAME
nginx 1234 user cwd DIR 8,1 4096 12345 /var/www",https://man7.org/linux/man-pages/man8/lsof.8.html
cmd-409,pmap -x 1234,Process,Displays the memory map for the process with PID 1234.,"Address Kbytes RSS Dirty Mode Mapping
00007f00 1234 567 89 r-x-- libc-2.31.so",https://man7.org/linux/man-pages/man1/pmap.1.html
cmd-410,netstat -s | grep Tcp,Networking,Displays TCP protocol statistics.,"Tcp: 1234 segments received
567 segments sent out",https://man7.org/linux/man-pages/man8/netstat.8.html
cmd-411,ip -s link,Networking,Shows network interface statistics.,"2: eth0: <BROADCAST,MULTICAST,UP> mtu 1500
RX: bytes packets errors dropped
1000 10 0 0
TX: bytes packets errors dropped
2000 20 0 0",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-412,semanage port -l,Permissions,Lists SELinux port mappings.,"http_port_t tcp 80, 443, 8080",https://man7.org/linux/man-pages/man8/semanage.8.html
cmd-413,"auditctl -a always,exit -F path=/etc/passwd -F perm=wa",System Info,Adds an audit rule to monitor write and attribute changes to /etc/passwd.,[No output if successful],https://man7.org/linux/man-pages/man8/auditctl.8.html
cmd-414,sysdig -c netstat,Networking,Runs sysdig to display network connection statistics.,"Proto Recv-Q Send-Q Local Address Foreign Address State PID/Program name
tcp 0 0 0.0.0.0:22 0.0.0.0:* LISTEN 1234/sshd",https://man7.org/linux/man-pages/man8/sysdig.8.html
cmd-415,dstat -cdngy,System Info,"Monitors CPU, disk, network, and system activity in real-time.","----total-cpu-usage---- -dsk/sda- -net/eth0- ---system--
usr sys idl wai stl read writ recv send int csw
5 2 92 1 0 0 0 100 200 1000 500",https://man7.org/linux/man-pages/man1/dstat.1.html
cmd-416,fatrace,File Management,Monitors filesystem access events in real-time.,11:02:00.123 nginx(1234): O /var/log/nginx/access.log,https://man7.org/linux/man-pages/man1/fatrace.1.html
cmd-417,cryptsetup luksOpen /dev/sdb1 crypt,File Management,Opens an encrypted LUKS device /dev/sdb1 as 'crypt'.,Enter passphrase for /dev/sdb1:,https://man7.org/linux/man-pages/man8/cryptsetup.8.html
cmd-418,badblocks -v /dev/sdb,File Management,Checks /dev/sdb for bad blocks with verbose output.,"Checking blocks 0 to 1048576
Pass completed, 0 bad blocks found.",https://man7.org/linux/man-pages/man8/badblocks.8.html
cmd-419,ltrace -S -p 1234,Process,Traces both library and system calls for the process with PID 1234.,[System and library call trace output],https://man7.org/linux/man-pages/man1/ltrace.1.html
cmd-420,strace -c -p 1234,Process,Summarizes system call usage for the process with PID 1234.,"% time seconds usecs/call calls syscall
50.00 0.000100 10 10 read
30.00 0.000060 12 5 write",https://man7.org/linux/man-pages/man1/strace.1.html
cmd-421,gdb --pid 1234,Process,Attaches the GNU Debugger to the process with PID 1234.,(gdb) [Interactive debugger interface],https://man7.org/linux/man-pages/man1/gdb.1.html
cmd-422,perf stat -p 1234,Process,Collects performance statistics for the process with PID 1234.,"1234.567 ms task-clock
1234567 cycles
2345678 instructions",https://man7.org/linux/man-pages/man1/perf-stat.1.html
cmd-423,nmap -sV 192.168.1.1,Networking,Scans 192.168.1.1 for open ports and service versions.,"PORT STATE SERVICE VERSION
22/tcp open ssh OpenSSH 8.2p1",https://man7.org/linux/man-pages/man1/nmap.1.html
cmd-424,etckeeper init,File Management,Initializes etckeeper to track /etc in a version control system.,Initialized empty Git repository in /etc/.git/,https://man7.org/linux/man-pages/man8/etckeeper.8.html
cmd-425,etckeeper commit 'Updated config',File Management,Commits changes in /etc with the message 'Updated config'.,"[master 1234567] Updated config
1 file changed, 1 insertion(+), 1 deletion(-)",https://man7.org/linux/man-pages/man8/etckeeper.8.html
cmd-426,who -T,User Management,Lists logged-in users with message status.,user + pts/0 2025-05-21 11:02 192.168.1.100,https://man7.org/linux/man-pages/man1/who.1.html
cmd-427,useradd -m -s /bin/zsh newuser,User Management,Creates newuser with a home directory and zsh as the default shell.,[No output if successful],https://man7.org/linux/man-pages/man8/useradd.8.html
cmd-428,getent group sudo,User Management,Displays the sudo group entry from the group database.,"sudo:x:27:user1,user2",https://man7.org/linux/man-pages/man1/getent.1.html
cmd-429,pwck,User Management,Verifies the integrity of password files.,"user 'user': directory '/home/user' does not exist
pwck: no changes",https://man7.org/linux/man-pages/man8/pwck.8.html
cmd-430,grpck,User Management,Verifies the integrity of group files.,no changes,https://man7.org/linux/man-pages/man8/grpck.8.html
cmd-431,col -b < file.txt,Viewing,Filters file.txt to remove backspaces and their preceding characters.,[Text without backspaces],https://man7.org/linux/man-pages/man1/col.1.html
cmd-432,tsort file.txt,Viewing,Performs a topological sort on the input from file.txt.,[Sorted dependency order],https://man7.org/linux/man-pages/man1/tsort.1.html
cmd-433,look word file.txt,Viewing,Displays lines in file.txt starting with 'word'.,"word1 definition
word2 definition",https://man7.org/linux/man-pages/man1/look.1.html
cmd-434,tee -a file.txt,File Management,Appends stdin to file.txt and outputs to stdout.,[Input appended to file.txt and echoed],https://man7.org/linux/man-pages/man1/tee.1.html
cmd-435,split -l 1000 file.txt prefix-,File Management,"Splits file.txt into files with 1000 lines each, named prefix-aa, prefix-ab, etc.","[Creates prefix-aa, prefix-ab, etc.]",https://man7.org/linux/man-pages/man1/split.1.html
cmd-436,csplit file.txt '/^#/' {*},File Management,Splits file.txt into files at lines starting with '#'.,"1234
5678",https://man7.org/linux/man-pages/man1/csplit.1.html
cmd-437,systemctl cat nginx,System Info,Displays the unit file for the nginx service.,"# /lib/systemd/system/nginx.service
[Unit]
Description=A high performance web server",https://man7.org/linux/man-pages/man1/systemctl.1.html
cmd-438,logrotate -f /etc/logrotate.conf,System Info,Forces log rotation based on /etc/logrotate.conf.,"rotating pattern: /var/log/syslog
renaming /var/log/syslog to /var/log/syslog.1",https://man7.org/linux/man-pages/man8/logrotate.8.html
cmd-439,lscpu -p,System Info,Displays CPU information in a parseable format without comments.,"0,0,0,0,0,0,0,0,yes
1,0,0,0,0,0,0,0,yes",https://man7.org/linux/man-pages/man1/lscpu.1.html
cmd-440,numactl --hardware,System Info,Displays NUMA node information.,"available: 2 nodes (0-1)
node 0 cpus: 0-3
node 0 size: 8192 MB",https://man7.org/linux/man-pages/man8/numactl.8.html
cmd-441,ipcs -s,System Info,Lists System V semaphore arrays.,"------ Semaphore Arrays --------
key semid owner perms nsems
0x00000000 12345 user 600 1",https://man7.org/linux/man-pages/man1/ipcs.1.html
cmd-442,ipcs -q,System Info,Lists System V message queues.,"------ Message Queues --------
key msqid owner perms used-bytes messages
0x00000000 12345 user 600 0 0",https://man7.org/linux/man-pages/man1/ipcs.1.html
cmd-443,dmidecode -t processor,System Info,Displays detailed processor information.,"Processor Information
Socket Designation: CPU0
Type: Central Processor
Family: Core i7
Manufacturer: Intel",https://man7.org/linux/man-pages/man8/dmidecode.8.html
cmd-444,semanage login -l,Permissions,Lists SELinux login mappings.,"Login Name SELinux User MLS/MCS Range Service
__default__ unconfined_u s0-s0:c0.c1023 *",https://man7.org/linux/man-pages/man8/semanage.8.html
cmd-445,semanage boolean -l,Permissions,Lists SELinux booleans with descriptions.,"httpd_enable_homedirs (off , off) Allow httpd to read home directories",https://man7.org/linux/man-pages/man8/semanage.8.html
cmd-446,netcat -l 12345,Networking,Listens for incoming connections on port 12345.,[Waits for incoming data],https://man7.org/linux/man-pages/man1/nc.1.html
cmd-447,watch -d 'netstat -tuln',Networking,"Runs 'netstat -tuln' every 2 seconds, highlighting changes.",[Continuous netstat updates with highlighted changes],https://man7.org/linux/man-pages/man1/watch.1.html
cmd-448,"emacs --eval '(find-file ""file.txt"")'",Editor,Opens file.txt in Emacs non-interactively via Lisp expression.,[Opens file.txt in Emacs],https://man7.org/linux/man-pages/man1/emacs.1.html
cmd-449,vim -es -S script.vim,Editor,Runs Vim in silent mode to execute script.vim.,[Output of script.vim],https://man7.org/linux/man-pages/man1/vim.1.html
cmd-450,nano -T 4 config.conf,Editor,Opens config.conf in Nano with tabs set to 4 spaces.,[Interactive editor interface],https://man7.org/linux/man-pages/man1/nano.1.html
cmd-451,cd /proc/$$,Navigation,Changes to the /proc directory of the current shell process.,"[No output, changes to /proc/<pid>]",https://man7.org/linux/man-pages/man5/proc.5.html
cmd-452,dirs -p,Navigation,Displays directory stack one entry per line.,"~/dir1
~/dir2",https://man7.org/linux/man-pages/man1/dirs.1.html
cmd-453,pushd -n /tmp,Navigation,Adds /tmp to directory stack without changing current directory.,~/tmp ~,https://man7.org/linux/man-pages/man1/pushd.1.html
cmd-454,cd /dev/shm,Navigation,Changes to the shared memory filesystem directory.,"[No output, changes to /dev/shm]",https://man7.org/linux/man-pages/man5/shm.5.html
cmd-455,tree -if --noreport /etc | grep '.conf$',Navigation,Lists all .conf files in /etc without directory tree formatting.,"/etc/nginx/nginx.conf
/etc/sshd/sshd.conf",https://man7.org/linux/man-pages/man1/tree.1.html
cmd-456,sync,File Management,Flushes filesystem buffers to disk.,[No output if successful],https://man7.org/linux/man-pages/man8/sync.8.html
cmd-457,fallocate -l 1G file.img,File Management,Preallocates a 1GB file.img without writing zeros.,"[No output, creates file.img]",https://man7.org/linux/man-pages/man1/fallocate.1.html
cmd-458,xfs_info /dev/sda1,File Management,Displays XFS filesystem geometry for /dev/sda1.,"meta-data=/dev/sda1 isize=512 agcount=4, agsize=65536 blks
data = bsize=4096 blocks=262144",https://man7.org/linux/man-pages/man8/xfs_info.8.html
cmd-459,mkfs.btrfs /dev/sdb1,File Management,Creates a Btrfs filesystem on /dev/sdb1.,"btrfs-progs v5.10
Filesystem size: 100.00GiB
Data, single: total=1.00GiB, used=0.00B",https://man7.org/linux/man-pages/man8/mkfs.btrfs.8.html
cmd-460,btrfs filesystem show,File Management,Lists all Btrfs filesystems and their devices.,"Label: none uuid: 1234-5678-90ab-cdef
Total devices 1 FS bytes used 1.00GiB
devid 1 size 100.00GiB used 2.00GiB path /dev/sdb1",https://man7.org/linux/man-pages/man8/btrfs.8.html
cmd-461,chattr +s file.txt,File Management,"Sets the secure deletion attribute on file.txt, zeroing data on delete.",[No output if successful],https://man7.org/linux/man-pages/man1/chattr.1.html
cmd-462,ionice -c2 -p 1234,Process,Sets I/O scheduling class to best-effort for process with PID 1234.,[No output if successful],https://man7.org/linux/man-pages/man1/ionice.1.html
cmd-463,prlimit --pid 1234 --nofile=1024,Process,Sets the open file limit to 1024 for process with PID 1234.,[No output if successful],https://man7.org/linux/man-pages/man1/prlimit.1.html
cmd-464,pidof nginx,Process,Returns PIDs of running nginx processes.,1234 1235,https://man7.org/linux/man-pages/man8/pidof.8.html
cmd-465,htop -u user,Process,Runs htop filtered to show only processes owned by user.,[Interactive process viewer for user],https://man7.org/linux/man-pages/man1/htop.1.html
cmd-466,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'",Process,"Traces file open system calls using eBPF, printing process and file names.",nginx opened /var/log/nginx/access.log,https://man7.org/linux/man-pages/man8/bpftrace.8.html
cmd-467,lsof -iTCP -sTCP:LISTEN,Networking,Lists processes with open TCP listening sockets.,"COMMAND PID USER FD TYPE DEVICE SIZE/OFF NODE NAME
sshd 1234 root 3u IPv4 12345 0t0 TCP *:22 (LISTEN)",https://man7.org/linux/man-pages/man8/lsof.8.html
cmd-468,ip monitor,Networking,Monitors network interface and address changes in real-time.,"[1] eth0: <BROADCAST,MULTICAST,UP> mtu 1500 state UP
New address: 192.168.1.100",https://man7.org/linux/man-pages/man8/ip.8.html
cmd-469,ss -H -o,Networking,"Lists sockets with options, suppressing header output.","tcp ESTAB 0 0 192.168.1.100:12345 93.184.216.34:80 timer:(keepalive,119min,0)",https://man7.org/linux/man-pages/man8/ss.8.html
cmd-470,ip link set eth0 mtu 9000,Networking,Sets the MTU of eth0 to 9000 for jumbo frames.,[No output if successful],https://man7.org/linux/man-pages/man8/ip.8.html
cmd-471,nping --tcp -p 80 192.168.1.1,Networking,Sends TCP probes to port 80 on 192.168.1.1 for network testing.,"SENT (0.1234s) TCP 192.168.1.100:12345 > 192.168.1.1:80 S ttl=64
RCVD (0.1235s) TCP 192.168.1.1:80 > 192.168.1.100:12345 SA ttl=64",https://man7.org/linux/man-pages/man1/nping.1.html
cmd-472,ipset add myset 192.168.1.100,Networking,Adds IP 192.168.1.100 to the IP set myset.,[No output if successful],https://man7.org/linux/man-pages/man8/ipset.8.html
cmd-473,tcpflow -i eth0 port 80,Networking,Captures and saves TCP streams on port 80 via eth0.,[Creates files like 192.168.001.100.12345-093.184.216.034.00080],https://man7.org/linux/man-pages/man1/tcpflow.1.html
cmd-474,ngrep -q 'HTTP' port 80,Networking,Captures and displays HTTP packets on port 80.,"T 192.168.1.100:12345 -> 93.184.216.34:80 [AP]
GET / HTTP/1.1",https://man7.org/linux/man-pages/man8/ngrep.8.html
cmd-475,bmon -i eth0,Networking,Monitors bandwidth usage on eth0 interactively.,[Interactive bandwidth monitor interface],https://man7.org/linux/man-pages/man8/bmon.8.html
cmd-476,iftop -i eth0,Networking,Displays real-time bandwidth usage by connection on eth0.,"192.168.1.100:12345 => 93.184.216.34:80 100Kb 200Kb
 <= 50Kb 100Kb",https://man7.org/linux/man-pages/man8/iftop.8.html
cmd-477,"hexdump -ve '/1 ""%02x""' file.bin",Viewing,Formats file.bin as a single line of hex bytes.,48656c6c6f0a,https://man7.org/linux/man-pages/man1/hexdump.1.html
cmd-478,strings -n 10 /bin/ls,Viewing,Extracts strings of 10 or more characters from /bin/ls.,"GNU coreutils
--color=auto",https://man7.org/linux/man-pages/man1/strings.1.html
cmd-479,rev file.txt,Viewing,Reverses the characters in each line of file.txt.,"olleH
!dlroW",https://man7.org/linux/man-pages/man1/rev.1.html
